apps/frappe/frappe/email/smtp.py +33,Invalid recipient address,عنوان المستلم غير صالحة
DocType: Workflow State,Inverse,معكوس
apps/frappe/frappe/core/page/user_permissions/user_permissions.js +251,Is,هل
DocType: Workflow,Is Active,نشط
DocType: File,Is Attachments Folder,هو مجلد المرفقات
DocType: DocType,Is Child Table,هو الجدول التابع
DocType: Customize Form Field,Is Custom Field,هو حقل مخصص
DocType: Letter Head,Is Default,افتراضي
DocType: File,Is Folder,هو مجلد
DocType: File,Is Home Folder,هو المجلد الرئيسي
DocType: Custom Field,Is Mandatory Field,هو حقل إلزامي
DocType: File,Is Private,غير الخاصة
DocType: DocType,Is Single,هو واحدة
DocType: Report,Is Standard,هو معيار
DocType: DocType,Is Submittable,هو Submittable
apps/frappe/frappe/utils/file_manager.py +279,It is risky to delete this file: {0}. Please contact your System Manager.,أنه أمر محفوف بالمخاطر لحذف هذا الملف: {0}. يرجى الاتصال بمدير النظام الخاص بك.
apps/frappe/frappe/utils/nestedset.py +181,Item cannot be added to its own descendents,البند لا يمكن أن تضاف إلى أحفاد الخاصة
DocType: DocPerm,"JSON list of DocTypes used to apply User Permissions. If empty, all linked DocTypes will be used to apply User Permissions.",قائمة JSON من DocTypes تستخدم لتطبيق أذونات المستخدم. اذا كانت فارغة، وسوف تستخدم كل DocTypes مرتبطة تطبيق أذونات المستخدم.
apps/frappe/frappe/desk/page/activity/activity.js +203,Jan,يناير
DocType: Website Theme,JavaScript,
DocType: Report,JavaScript Format: frappe.query_reports['REPORTNAME'] = {},جافا سكريبت الصيغة: frappe.query_reports [' REPORTNAME '] = { }
DocType: Report,Javascript,كود الموقع
apps/frappe/frappe/config/website.py +54,Javascript to append to the head section of the page.,اضافة جافا سكريبت للموقع الرئيسي.
apps/frappe/frappe/desk/page/activity/activity.js +204,Jul,يوليو
apps/frappe/frappe/desk/page/activity/activity.js +203,Jun,يونيو
DocType: Communication,Keep a track of all communications,الحفاظ على تتبع كل الاتصالات
DocType: DefaultValue,Key,مفتاح
DocType: Communication,Label,الاسم الظاهر
DocType: Custom Field,Label Help,التسمية تعليمات
DocType: Customize Form Field,Label and Type,التسمية و النوع
apps/frappe/frappe/custom/doctype/custom_field/custom_field.py +19,Label is mandatory,تسمية إلزامي
DocType: Website Settings,Landing Page,الصفحة المقصودة
DocType: System Settings,Language,لغة
apps/frappe/frappe/config/setup.py +73,"Language, Date and Time settings",إعدادات اللغة و التاريخ والوقت
DocType: User,Last Active,آخر تواجد في
DocType: User,Last IP,مشاركة IP
DocType: User,Last Known Versions,المعروفة إصدارات مشاركة
DocType: User,Last Login,آخر تسجيل دخول
DocType: User,Last Name,اسم العائلة
apps/frappe/frappe/public/js/frappe/model/model.js +22,Last Updated By,آخر تحديث بواسطة
apps/frappe/frappe/public/js/frappe/model/model.js +21,Last Updated On,آخر تحديث يوم
apps/frappe/frappe/core/page/data_import_tool/exporter.py +91,Leave blank for new records,اتركة فارغا لسجل جديد
DocType: Event,Leave blank to repeat always,اتركه فارغا لتكرار دائما
apps/frappe/frappe/core/doctype/communication/email.py +131,Leave this conversation,ترك هذه المحادثة
DocType: Web Page,Left,ترك
apps/frappe/frappe/email/doctype/email_unsubscribe/email_unsubscribe.py +38,Left this conversation,تركت هذه المحادثة
DocType: DocField,Length,طول
apps/frappe/frappe/model/db_schema.py +110,Length of {0} should be between 1 and 255,طول {0} يجب أن تكون بين 1 و 255
apps/frappe/frappe/desk/page/setup_wizard/setup_wizard.js +249,Let's prepare the system for first use.,دعونا نقوم بإعداد النظام للمرة الاولى.
DocType: Print Settings,Letter,الحرف
DocType: Letter Head,Letter Head,عنوان الرسالة
DocType: Letter Head,Letter Head Name,رسالة رئيس الاسم
DocType: Letter Head,Letter Head in HTML,رسالة رئيس في HTML
DocType: DocPerm,Level,المؤهل العلمي
apps/frappe/frappe/core/page/permission_manager/permission_manager.js +378,"Level 0 is for document level permissions, higher levels for field level permissions.",0 هو مستوى الأذونات لمستوى الوثيقة، مستويات أعلى للحصول على أذونات المستوى الميداني.
DocType: Communication,Like,مثل
apps/frappe/frappe/desk/like.py +89,Liked,أحب
apps/frappe/frappe/public/js/frappe/model/model.js +24,Liked By,أحب بواسطة
apps/frappe/frappe/public/js/frappe/form/footer/timeline_item.html +107,Liked by {0},يحب {0}
apps/frappe/frappe/public/js/frappe/list/list_item_main_head.html +27,Likes,اعجابات
DocType: DocField,Link,رابط
DocType: Website Theme,Link Color,ارتباط اللون
DocType: Communication,Link DocType,رابط DOCTYPE
DocType: Communication,Link Name,اسم الرابط
DocType: Website Settings,"Link that is the website home page. Standard Links (index, login, products, blog, about, contact)",ربط هذا هو الصفحة الرئيسية ل موقع الويب. روابط القياسية ( مؤشر ، تسجيل الدخول ، والمنتجات، بلوق ، عن، الاتصال )
DocType: Website Theme,Link to Bootstrap CSS,تصل إلى التمهيد CSS
DocType: Top Bar Item,Link to the page you want to open. Leave blank if you want to make it a group parent.,الرابط إلى الصفحة التي تريد فتحها. ترك فارغا إذا كنت تريد أن تجعل من أحد الوالدين المجموعة.
DocType: Website Theme,Link to your Bootstrap theme,رابط لموضوع التمهيد الخاص بك
DocType: Communication,Linked,مرتبط
DocType: Website Settings,Linked In Share,ترتبط في حصة
apps/frappe/frappe/public/js/frappe/form/linked_with.js +25,Linked With,ترتبط
apps/frappe/frappe/public/js/frappe/form/toolbar.js +119,Links,الروابط
apps/frappe/frappe/public/js/frappe/list/doclistview.js +81,List,قائمة
apps/frappe/frappe/public/js/frappe/ui/toolbar/awesome_bar.js +93,List a document type,قائمة نوع مستند
apps/frappe/frappe/config/setup.py +116,List of backups available for download,قائمة احتياطية متوفرة للتحميل
DocType: Patch Log,List of patches executed,قائمة من بقع أعدمت
apps/frappe/frappe/config/website.py +79,List of themes for Website.,قائمةالموضوعات في الموقع.
apps/frappe/frappe/core/doctype/user/user.js +130,Loading,تحميل
apps/frappe/frappe/public/js/frappe/views/reports/query_report.js +204,Loading Report,تحميل تقرير
DocType: System Settings,Loading...,تحميل ...
DocType: Error Snapshot,Locals,السكان المحليين
DocType: User,Location,موقع
DocType: Scheduler Log,Log of Scheduler Errors,سجل من الأخطاء جدولة
apps/frappe/frappe/config/setup.py +84,Log of error during requests.,تسجيل الخطأ خلال الطلبات.
apps/frappe/frappe/config/setup.py +79,Log of error on automated events (scheduler).,سجلات عمليات الأخطاء المجدولة آليا .
apps/frappe/frappe/desk/page/activity/activity_row.html +16,Logged in,تسجيل الدخول
apps/frappe/frappe/templates/generators/web_form.html +41,Login,دخول
DocType: User,Login After,بعد الدخول
DocType: User,Login Before,تسجيل الدخول قبل
DocType: Email Account,Login Id,الدخول معرف
DocType: Email Account,Login Id is Different,معرف تسجيل الدخول مختلفة
apps/frappe/frappe/email/doctype/email_account/email_account.py +44,Login Id is required,مطلوب معرف تسجيل الدخول
DocType: Web Form,Login Required,تسجيل الدخول مطلوب
apps/frappe/frappe/auth.py +228,Login not allowed at this time,الدخول غير مسموح به في هذا الوقت
apps/frappe/frappe/public/js/frappe/ui/toolbar/navbar.html +44,Logout,خروج
apps/frappe/frappe/config/core.py +42,Logs,السجلات
DocType: DocField,Long Text,نص طويل
DocType: ToDo,Low,منخفض
DocType: Web Page,Main Section,القسم العام
apps/frappe/frappe/print/doctype/print_format/print_format.js +18,Make Default,جعل الافتراضي
apps/frappe/frappe/public/js/frappe/form/link_selector.js +104,Make a new,جعل جديدة
apps/frappe/frappe/public/js/frappe/ui/toolbar/awesome_bar.js +91,Make a new record,جعل رقما قياسيا جديدا
apps/frappe/frappe/public/js/frappe/list/doclistview.js +340,Make a new {0},إنشاء جديد
DocType: User,Male,ذكر
apps/frappe/frappe/config/setup.py +204,Manage cloud backups on Dropbox,إدارة النسخ الاحتياطية سحابة على دروببوإكس
DocType: DocField,Mandatory,إلزامي
apps/frappe/frappe/public/js/frappe/form/save.js +137,Mandatory fields required in {0},الحقول الإلزامية المطلوبة في {0}
apps/frappe/frappe/core/page/data_import_tool/exporter.py +229,Mandatory:,إلزامية:
apps/frappe/frappe/desk/page/activity/activity.js +203,Mar,شوه
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +181,Mark the field as Mandatory,بمناسبة حقل إلزامي كما
apps/frappe/frappe/public/js/frappe/form/control.js +1391,Markdown,تخفيض السعر
DocType: Communication,Marked As Spam,وضع علامة على الرسائل غير المرغوب فيها
DocType: DocType,Max Attachments,المرفقات ماكس
apps/frappe/frappe/core/doctype/doctype/doctype.py +298,Max width for type Currency is 100px in row {0},عرض ماكس لنوع العملة هو 100px في الصف {0}
apps/frappe/frappe/public/js/legacy/form.js +141,Maximum Attachment Limit for this record reached.,بلغ الحد الأقصى مرفق لهذا السجل.
apps/frappe/frappe/model/rename_doc.py +339,Maximum {0} rows allowed,الحد الأقصى {0} الصفوف المسموح
apps/frappe/frappe/desk/page/activity/activity.js +203,May,مايو
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +14,"Meaning of Submit, Cancel, Amend",معنى تسجيل ، إلغاء وتعديل
DocType: ToDo,Medium,متوسط
apps/frappe/frappe/public/js/frappe/ui/page.html +21,Menu,الخيارات
DocType: Website Settings,"Menu items in the Top Bar. For setting the color of the Top Bar, go to selected Website Theme.",عناصر القائمة في الأعلى بار. لتحديد لون الشريط العلوي، انتقل إلى اختيار موضوع الموقع.
apps/frappe/frappe/public/js/frappe/model/model.js +514,Merge with existing,دمج مع القائمة
apps/frappe/frappe/utils/nestedset.py +218,Merging is only possible between Group-to-Group or Leaf Node-to-Leaf Node,دمج الممكن الوحيد بين المجموعة إلى المجموعة أو عقدة ورقة إلى ورقة عقدة
DocType: Communication,Message,رسالة
DocType: Email Alert,Message Examples,أمثلة رسالة
apps/frappe/frappe/desk/page/messages/messages.js +49,Message from {0},رسالة من {0}
DocType: Web Form,Message to be displayed on successful completion,رسالة ليتم عرضها على الانتهاء بنجاح
,Messages,رسائل
DocType: Scheduler Log,Method,طريقة
DocType: User,Middle Name (Optional),الاسم الأوسط (اختياري)
apps/frappe/frappe/public/js/frappe/ui/field_group.js +66,Missing Values Required,في عداد المفقودين القيم المطلوبة
